CET,MeanTemperatureC,MeanDewPointC, MeanHumidity, MeanSeaLevelPressure, MeanWindSpeed,Precipitation, Events,WindDir
2/13/2009,7,-2,60,1020,5,0,,19
2/14/2009,7,-2,60,1018,6,0,,340
2/15/2009,7,0,64,1020,6,0,,349
2/16/2009,6,0,72,1021,5,0,,352
2/17/2009,6,-3,59,1023,5,0,,326
2/18/2009,7,-1,62,1020,5,0,,34
2/19/2009,8,-2,55,1019,3,0,,341
2/20/2009,7,1,70,1023,6,0,,61
2/21/2009,8,1,66,1027,6,0,,355
2/22/2009,8,-3,49,1028,6,0,,319
2/23/2009,9,0,61,1020,5,0,,335
2/24/2009,9,1,59,1016,5,0,,310
2/25/2009,9,3,70,1023,5,0,,175
2/26/2009,9,3,69,1025,5,0,,3
2/27/2009,9,0,61,1019,5,0,,348
2/28/2009,7,2,69,1012,6,0,,1
3/1/2009,8,5,82,1012,8,0,Fog-Rain,266
3/2/2009,8,4,78,1016,6,0,,65
3/3/2009,8,5,82,1014,10,0,Rain,353
3/4/2009,9,3,73,1001,23,0,Rain,257
3/5/2009,7,0,65,1000,26,0,Rain,282
3/6/2009,8,2,63,1010,13,0,,346
3/7/2009,11,4,59,1017,8,0,,47
3/8/2009,11,4,65,1019,5,0,,332
3/9/2009,13,1,52,1021,8,0,,27
3/10/2009,10,1,57,1023,6,0,,308
3/11/2009,12,-1,47,1023,5,0,,342
3/12/2009,12,1,51,1023,6,0,,335
3/13/2009,13,3,53,1023,5,0,,319
3/14/2009,14,3,55,1021,5,0,,327
3/15/2009,16,3,44,1022,6,0,,347
3/16/2009,14,3,52,1022,5,0,,8
3/17/2009,11,1,50,1026,5,0,,199
3/18/2009,11,-1,50,1023,6,0,,4
3/19/2009,11,0,49,1018,5,0,,303
3/20/2009,14,-1,44,1017,6,0,,338
3/21/2009,11,-5,33,1018,6,0,,356
3/22/2009,11,-3,37,1023,8,0,,27
3/23/2009,11,-2,42,1021,6,0,,348
3/24/2009,12,-2,45,1016,8,0,,17
3/25/2009,10,-4,40,1016,8,0,,31
3/26/2009,11,-5,35,1016,6,0,,317
3/27/2009,13,-1,41,1011,8,0,,278
3/28/2009,12,3,59,1001,10,0,,52
3/29/2009,6,-2,53,1005,19,0,,30
3/30/2009,8,-2,53,1011,14,0,,54
3/31/2009,7,-3,50,1013,6,0,,24
4/1/2009,7,-3,50,1013,6,0,,7
4/2/2009,9,-1,52,1014,8,0,,3
4/3/2009,12,1,48,1017,8,0,,340
4/4/2009,14,1,43,1020,5,0,,154
4/5/2009,14,2,46,1019,8,0,,277
4/6/2009,14,2,45,1013,8,0,Rain-Thunderstorm,298
4/7/2009,11,2,53,1012,8,0,,15
4/8/2009,10,-2,46,1017,6,0,,159
4/9/2009,12,2,49,1013,8,0,,174
4/10/2009,11,3,63,1005,16,0,Rain,236
4/11/2009,8,1,64,1008,8,0,Rain,356
4/12/2009,9,-2,47,1013,16,0,,360
4/13/2009,10,-1,51,1013,8,0,,208
4/14/2009,10,4,66,1007,10,0,Rain,200
4/15/2009,9,4,73,1007,18,0,Rain,213
4/16/2009,10,4,76,1011,18,0,Rain,215
4/17/2009,7,3,70,1015,10,0,Fog-Rain,226
4/18/2009,10,5,76,1014,5,0,Rain-Thunderstorm,232
4/19/2009,12,4,69,1017,6,0,Rain,19
4/20/2009,12,3,60,1023,6,0,,12
4/21/2009,12,2,51,1023,8,0,,15
4/22/2009,13,0,44,1022,6,0,,34
4/23/2009,14,-2,36,1020,8,0,,257
4/24/2009,16,1,39,1013,8,0,,299
4/25/2009,14,2,43,1008,13,0,,251
4/26/2009,10,3,60,1010,14,0,Rain,357
4/27/2009,10,2,57,1014,10,0,,310
4/28/2009,16,2,43,1013,21,0,,285
4/29/2009,13,3,48,1017,13,0,,216
4/30/2009,13,6,61,1018,13,0,Rain,249
5/1/2009,13,2,48,1022,16,0,,21
5/2/2009,16,2,44,1025,11,0,,30
5/3/2009,16,2,40,1023,6,0,,28
5/4/2009,18,3,39,1022,10,0,,19
5/5/2009,17,2,35,1023,13,0,,30
5/6/2009,20,3,36,1022,8,0,,269
5/7/2009,20,4,35,1019,8,0,,250
5/8/2009,20,4,35,1015,8,0,,241
5/9/2009,20,4,38,1015,13,0,,204
5/10/2009,18,10,70,1013,8,0,Rain,217
5/11/2009,16,7,57,1012,10,0,,237
5/12/2009,16,7,58,1013,5,0,,242
5/13/2009,16,4,46,1013,8,0,,238
5/14/2009,16,2,40,1013,14,0,,292
5/15/2009,16,-1,37,1015,8,0,,300
5/16/2009,16,-1,31,1015,8,0,,239
5/17/2009,19,4,39,1015,16,0,,216
5/18/2009,17,1,35,1017,6,0,,259
5/19/2009,19,0,31,1017,8,0,,192
5/20/2009,22,4,33,1015,8,0,,327
5/21/2009,23,7,37,1014,8,0,,294
5/22/2009,22,6,37,1013,6,0,,159
5/23/2009,19,12,80,1015,16,0,Rain-Thunderstorm,272
5/24/2009,18,9,67,1016,8,0,Rain,261
5/25/2009,18,7,55,1017,11,0,,208
5/26/2009,17,7,54,1022,10,0,,15
5/27/2009,18,-1,34,1025,18,0,,41
5/28/2009,20,0,30,1024,11,0,,47
5/29/2009,20,3,33,1020,6,0,,63
5/30/2009,22,6,39,1015,8,0,Rain-Thunderstorm,346
5/31/2009,22,7,41,1014,8,0,,17
6/1/2009,23,2,28,1016,10,0,,348
6/2/2009,23,1,26,1015,8,0,,358
6/3/2009,23,3,28,1015,8,0,,250
6/4/2009,23,5,32,1012,11,0,,261
6/5/2009,19,4,37,1009,21,0,Rain,238
6/6/2009,17,7,57,1008,18,0,Rain,241
6/7/2009,17,7,54,1012,19,0,,224
6/8/2009,16,7,55,1011,21,0,Rain,216
6/9/2009,17,6,49,1017,14,0,,235
6/10/2009,21,7,40,1020,16,0,,211
6/11/2009,23,7,38,1022,8,0,,204
6/12/2009,26,6,30,1020,6,0,,303
6/13/2009,28,5,26,1019,6,0,Rain,119
6/14/2009,27,11,36,1018,11,0,Rain-Thunderstorm,15
6/15/2009,26,12,45,1018,13,0,Rain-Thunderstorm,348
6/16/2009,23,14,59,1019,8,0,Rain-Thunderstorm,15
6/17/2009,24,13,57,1020,5,0,,304
6/18/2009,27,12,42,1020,8,0,Rain,292
6/19/2009,28,12,41,1020,8,0,Rain,347
6/20/2009,26,12,43,1019,11,0,,25
6/21/2009,23,-2,22,1020,13,0,,26
6/22/2009,24,2,25,1019,10,0,,350
6/23/2009,26,3,23,1015,8,0,,238
6/24/2009,24,3,25,1012,16,0,,222
6/25/2009,22,7,34,1012,18,0,,225
6/26/2009,21,4,34,1015,14,0,,215
6/27/2009,22,2,27,1015,10,0,,252
6/28/2009,22,6,32,1015,10,0,,251
6/29/2009,24,8,36,1017,6,0,,260
6/30/2009,27,9,33,1019,10,0,,268
7/1/2009,28,9,33,1020,10,0,,269
7/2/2009,27,6,26,1018,14,0,,234
7/3/2009,27,6,26,1016,10,0,,222
7/4/2009,27,7,29,1014,16,0,,234
7/5/2009,23,5,27,1014,10,0,,232
7/6/2009,24,7,31,1013,8,0,,226
7/7/2009,24,5,32,1013,8,0,,339
7/8/2009,24,7,35,1016,14,0,,351
7/9/2009,27,8,32,1017,14,0,,345
7/10/2009,26,7,33,1017,13,0,,225
7/11/2009,27,5,26,1017,11,0,,260
7/12/2009,26,1,19,1016,10,0,,240
7/13/2009,26,3,22,1013,10,0,,249
7/14/2009,26,3,22,1013,13,0,,227
7/15/2009,23,2,25,1018,10,0,,227
7/16/2009,26,2,23,1020,11,0,,281
7/17/2009,23,4,28,1021,18,0,,319
7/18/2009,21,-1,26,1024,13,0,,30
7/19/2009,24,1,24,1021,8,0,,237
7/20/2009,24,5,27,1020,6,0,,181
7/21/2009,28,6,27,1015,13,0,,270
7/22/2009,29,3,20,1012,19,0,,223
7/23/2009,24,11,44,1015,27,0,,229
7/24/2009,23,6,33,1020,11,0,,261
7/25/2009,26,2,24,1023,10,0,,273
7/26/2009,28,5,27,1020,10,0,,223
7/27/2009,27,-1,17,1016,10,0,,252
7/28/2009,26,4,27,1019,8,0,,278
7/29/2009,26,-1,18,1019,13,0,,276
7/30/2009,26,2,22,1022,6,0,,223
7/31/2009,27,2,21,1019,11,0,,256
8/1/2009,23,8,38,1016,13,0,Rain,251
8/2/2009,21,6,41,1016,6,0,,222
8/3/2009,24,3,24,1016,5,0,,140
8/4/2009,27,7,30,1017,6,0,,298
8/5/2009,27,6,27,1015,8,0,,256
8/6/2009,27,6,26,1016,10,0,,224
8/7/2009,26,6,30,1017,8,0,,239
8/8/2009,24,9,40,1015,8,0,,170
8/9/2009,24,11,48,1015,21,0,,44
8/10/2009,23,11,49,1018,11,0,Thunderstorm,71
8/11/2009,24,11,48,1020,6,0,,109
8/12/2009,26,11,39,1020,6,0,,178
8/13/2009,27,9,32,1017,10,0,Thunderstorm,196
8/14/2009,26,10,39,1017,8,0,,155
8/15/2009,27,7,31,1018,5,0,,81
8/16/2009,27,3,23,1019,6,0,,129
8/17/2009,28,6,24,1018,6,0,,145
8/18/2009,28,4,24,1018,6,0,,121
8/19/2009,27,4,25,1019,10,0,,325
8/20/2009,27,3,23,1020,8,0,,283
8/21/2009,27,3,22,1020,8,0,,268
8/22/2009,27,7,29,1019,8,0,,200
8/23/2009,27,4,23,1015,8,0,,228
8/24/2009,24,2,21,1011,13,0,,221
8/25/2009,24,6,30,1011,11,0,,241
8/26/2009,24,7,38,1016,8,0,,262
8/27/2009,26,4,26,1019,5,0,,255
8/28/2009,27,4,25,1017,6,0,,343
8/29/2009,27,11,40,1019,13,0,,30
8/30/2009,27,5,26,1018,6,0,,89
8/31/2009,28,7,27,1016,8,0,,203
9/1/2009,28,12,37,1016,13,0,,203
9/2/2009,24,7,34,1017,11,0,,262
9/3/2009,23,2,25,1017,8,0,,192
9/4/2009,24,8,33,1017,8,0,,316
9/5/2009,23,9,44,1020,18,0,,28
9/6/2009,27,12,42,1019,10,0,,120
9/7/2009,27,13,48,1019,10,0,,131
9/8/2009,26,13,48,1020,11,0,,150
9/9/2009,24,8,33,1020,8,0,,143
9/10/2009,24,7,34,1022,6,0,,135
9/11/2009,23,4,28,1019,6,0,,128
9/12/2009,23,8,38,1016,11,0,,329
9/13/2009,21,10,50,1017,6,0,Rain,193
9/14/2009,19,6,43,1013,11,0,,5
9/15/2009,17,2,39,1012,18,0,,24
9/16/2009,14,5,53,1011,8,0,Rain,45
9/17/2009,11,9,84,1012,6,0,Rain,13
9/18/2009,14,9,76,1015,8,0,Rain,208
9/19/2009,17,8,63,1021,8,0,,220
9/20/2009,17,6,52,1023,6,0,,16
9/21/2009,17,7,51,1024,8,0,,28
9/22/2009,19,7,47,1024,10,0,,32
9/23/2009,21,7,42,1024,8,0,,49
9/24/2009,20,7,45,1023,5,0,,19
9/25/2009,21,4,37,1021,6,0,,30
9/26/2009,20,6,41,1020,10,0,,94
9/27/2009,20,11,59,1021,6,0,Rain-Thunderstorm,136
9/28/2009,19,9,61,1021,8,0,,40
9/29/2009,19,9,56,1019,10,0,Rain,45
9/30/2009,18,13,80,1017,5,0,Rain,319
10/1/2009,19,13,71,1019,5,0,,202
10/2/2009,18,10,62,1020,5,0,,329
10/3/2009,17,7,53,1019,5,0,,194
10/4/2009,18,6,47,1019,6,0,,239
10/5/2009,19,7,46,1018,6,0,,235
10/6/2009,21,7,44,1019,6,0,,206
10/7/2009,20,11,60,1018,8,0,Rain-Thunderstorm,249
10/8/2009,17,14,81,1018,10,0,Rain-Thunderstorm,202
10/9/2009,17,12,76,1020,3,0,,244
10/10/2009,18,10,62,1022,3,0,,343
10/11/2009,19,10,55,1022,6,0,,26
10/12/2009,19,8,54,1021,6,0,,22
10/13/2009,17,4,45,1021,8,0,,15
10/14/2009,17,4,45,1019,5,0,,344
10/15/2009,17,-5,27,1017,11,0,,49
10/16/2009,12,-8,25,1021,10,0,,23
10/17/2009,13,-6,32,1019,6,0,,304
10/18/2009,13,-6,31,1016,5,0,,314
10/19/2009,12,-1,42,1014,6,0,,274
10/20/2009,13,8,72,1004,10,0,Rain-Thunderstorm,185
10/21/2009,11,8,82,1003,18,0,Rain,228
10/22/2009,13,7,66,1005,24,0,Rain,254
10/23/2009,13,7,65,1020,10,0,,201
10/24/2009,14,11,82,1023,5,0,,167
10/25/2009,16,12,82,1021,2,0,,351
10/26/2009,17,12,75,1020,5,0,,345
10/27/2009,17,11,73,1019,5,0,,327
10/28/2009,17,11,75,1021,5,0,,340
10/29/2009,17,10,70,1021,5,0,,305
10/30/2009,17,9,67,1023,5,0,,316
10/31/2009,17,10,68,1026,3,0,,347
11/1/2009,18,12,70,1022,6,0,,231
11/2/2009,14,4,51,1018,16,0,,214
11/3/2009,13,4,60,1015,8,0,,273
11/4/2009,13,4,56,1011,16,0,,269
11/5/2009,12,2,52,1013,19,0,,275
11/6/2009,13,6,62,1015,21,0,,264
11/7/2009,13,5,59,1015,21,0,,270
11/8/2009,12,1,50,1014,27,0,,285
11/9/2009,11,-1,45,1017,21,0,,345
11/10/2009,9,3,62,1018,13,0,,245
11/11/2009,12,6,67,1015,11,0,,295
11/12/2009,10,5,74,1017,5,0,,285
11/13/2009,10,5,73,1018,6,0,,323
11/14/2009,12,6,61,1018,10,0,,213
11/15/2009,13,9,79,1016,5,0,,192
11/16/2009,13,8,78,1016,5,0,,164
11/17/2009,12,6,68,1018,8,0,,342
11/18/2009,13,7,71,1023,6,0,,354
11/19/2009,12,6,72,1023,5,0,,343
11/20/2009,10,5,74,1025,5,0,,355
11/21/2009,10,6,78,1026,5,0,,332
11/22/2009,12,3,55,1028,11,0,,258
11/23/2009,8,2,72,1031,5,0,,172
11/24/2009,8,1,72,1028,5,0,,343
11/25/2009,7,2,74,1022,8,0,,271
11/26/2009,10,9,91,1021,6,0,Rain,176
11/27/2009,9,6,80,1020,8,0,Rain,203
11/28/2009,7,5,95,1020,6,0,Fog,253
11/29/2009,7,4,79,1005,14,0,Rain,218
11/30/2009,7,-1,60,1010,18,0,,279
12/1/2009,7,2,69,1020,14,0,,263
12/2/2009,10,9,92,1016,11,0,Rain,208
12/3/2009,10,4,66,1015,19,0,Rain,278
12/4/2009,8,3,73,1021,8,0,,235
12/5/2009,3,2,90,1021,3,0,,145
12/6/2009,8,6,90,1020,5,0,,189
12/7/2009,10,9,91,1019,8,0,Rain,193
12/8/2009,9,8,85,1023,5,0,,269
12/9/2009,8,6,87,1027,5,0,,341
12/10/2009,8,4,87,1027,3,0,Fog,349
12/11/2009,8,4,84,1021,5,0,,356
12/12/2009,7,3,95,1014,2,0,Fog,136
12/13/2009,4,-3,55,1008,13,0,,42
12/14/2009,3,-4,63,1004,24,0,Snow,21
12/15/2009,2,-6,59,1011,11,0,,356
12/16/2009,-1,-3,84,1011,5,0,Rain-Snow,137
12/17/2009,7,4,84,1009,16,0,,223
12/18/2009,1,-2,81,1007,5,0,,11
12/19/2009,1,-7,59,1008,10,0,,37
12/20/2009,-2,-8,65,1014,3,0,,48
12/21/2009,0,0,96,1002,6,0,Rain-Snow,357
12/22/2009,8,8,96,997,10,0,Fog-Rain,205
12/23/2009,10,8,87,994,21,0,Rain,190
12/24/2009,12,11,87,991,21,0,Rain,208
12/25/2009,7,4,77,1007,13,0,Rain,347
12/26/2009,8,6,91,1004,11,0,Rain,355
12/27/2009,4,3,90,1019,5,0,,162
12/28/2009,8,7,97,1011,5,0,Rain,360
12/29/2009,12,13,93,1008,13,0,Rain,201
12/30/2009,11,7,83,1004,23,0,Rain,207
12/31/2009,7,5,83,999,18,0,Rain,208
1/1/2010,7,2,77,1009,27,0,,241
1/2/2010,6,3,84,1019,8,0,Fog,196
1/3/2010,4,4,90,1017,2,0,Rain,347
1/4/2010,8,7,94,1007,6,0,Rain,349
1/5/2010,8,7,89,1000,3,0,Rain,81
1/6/2010,6,1,71,1004,10,0,,208
1/7/2010,2,1,87,999,14,0,Rain-Snow,18
1/8/2010,1,-7,54,1006,31,0,,347
1/9/2010,0,-8,55,1014,11,0,Snow,305
1/10/2010,-3,-6,79,1014,3,0,Snow,329
1/11/2010,-2,-4,92,1016,5,0,Fog-Snow,325
1/12/2010,3,0,95,1014,6,0,Fog-Rain,350
1/13/2010,4,4,93,1011,11,0,Fog-Rain,190
1/14/2010,9,3,66,1006,27,0,,263
1/15/2010,4,1,75,1022,6,0,,168
1/16/2010,7,4,86,1023,3,0,,1
1/17/2010,8,8,97,1023,5,0,Fog,344
1/18/2010,11,8,86,1021,3,0,Fog,229
1/19/2010,11,9,89,1019,8,0,Fog,208
1/20/2010,8,4,74,1021,10,0,Fog-Rain,265
1/21/2010,6,3,85,1023,3,0,,9
1/22/2010,6,3,87,1021,3,0,,356
1/23/2010,9,5,80,1017,6,0,Rain,111
1/24/2010,9,4,76,1020,5,0,,20
1/25/2010,6,-1,62,1022,13,0,,45
1/26/2010,5,-1,72,1020,18,0,Rain-Snow,33
1/27/2010,3,-4,58,1020,18,0,,30
1/28/2010,3,-4,63,1019,6,0,,5
1/29/2010,6,-1,68,1009,8,0,,284
1/30/2010,6,-1,61,1008,16,0,,269
1/31/2010,6,1,61,1008,14,0,,245
2/1/2010,6,-3,54,1018,10,0,,15
2/2/2010,3,-4,64,1023,5,0,,326
2/3/2010,6,-2,64,1018,5,0,,314
2/4/2010,8,5,80,1012,6,0,Rain,262
2/5/2010,10,6,73,1017,23,0,,235
2/6/2010,10,3,67,1022,13,0,,241
2/7/2010,7,3,78,1015,5,0,,239
2/8/2010,9,6,85,1003,5,0,Rain,208
2/9/2010,7,2,71,1002,8,0,,352
2/10/2010,3,-3,59,1007,11,0,,263
2/11/2010,2,-8,48,1009,21,0,,15
2/12/2010,2,-8,49,1011,13,0,,353
2/13/2010,1,-7,58,1008,11,0,,12
2/14/2010,0,-7,60,1009,8,0,,360
2/15/2010,0,-1,84,999,8,0,Rain-Snow,8
2/16/2010,3,3,95,991,8,0,Rain,352
2/17/2010,8,6,81,992,14,0,Rain,219
2/18/2010,4,2,79,999,13,0,Rain,335
2/19/2010,6,1,73,1000,8,0,Rain,332
2/20/2010,6,-2,60,1010,14,0,,233
2/21/2010,3,2,91,1002,5,0,Rain,9
2/22/2010,9,7,86,1001,13,0,Rain,217
2/23/2010,8,7,88,1006,16,0,Rain,215
2/24/2010,10,7,79,1012,29,0,Rain,228
2/25/2010,11,8,85,1008,19,0,Rain,202
2/26/2010,7,4,74,1012,18,0,,210
2/27/2010,13,8,81,1001,11,0,Rain-Thunderstorm,266
2/28/2010,10,4,69,1007,27,0,,205
3/1/2010,10,5,75,1015,19,0,Rain,216
3/2/2010,9,3,68,1014,11,0,Rain,84
3/3/2010,10,7,85,1007,8,0,Rain,242
3/4/2010,9,6,81,1013,6,0,Fog,215
3/5/2010,8,5,85,1015,10,0,Rain,34
3/6/2010,3,3,93,1014,11,0,Rain,20
3/7/2010,7,5,90,1010,6,0,Rain,270
3/8/2010,2,-5,60,1008,18,0,Snow,15
3/9/2010,4,-7,51,1009,11,0,,3
3/10/2010,3,-7,50,1013,16,0,,11
3/11/2010,2,-4,59,1014,5,0,,32
3/12/2010,4,-2,63,1017,10,0,,3
3/13/2010,3,-3,60,1023,5,0,,357
3/14/2010,8,-4,51,1025,8,0,,32
3/15/2010,7,-5,50,1025,6,0,,333
3/16/2010,8,-4,48,1024,5,0,,6
3/17/2010,10,-3,45,1026,8,0,,1
3/18/2010,11,4,65,1025,8,0,Rain,345
3/19/2010,11,9,83,1024,6,0,Rain,309
3/20/2010,14,8,70,1021,10,0,,218
3/21/2010,12,9,81,1021,6,0,Rain,200
3/22/2010,13,7,73,1021,3,0,,354
3/23/2010,12,6,69,1017,6,0,,290
3/24/2010,14,9,74,1009,13,0,Rain-Hail-Thunderstorm,204
3/25/2010,10,7,80,1009,19,0,Rain,207
3/26/2010,9,3,71,1019,23,0,,222
3/27/2010,12,3,57,1023,16,0,,243
3/28/2010,12,3,61,1020,5,0,,260
3/29/2010,11,7,71,1011,11,0,Rain,205
3/30/2010,10,4,68,1012,26,0,,243
3/31/2010,11,1,53,1016,19,0,,256
4/1/2010,9,0,52,1017,11,0,Rain,300
4/2/2010,9,0,55,1019,8,0,,229
4/3/2010,10,5,75,1015,11,0,Rain,199
4/4/2010,10,2,62,1022,6,0,,319
4/5/2010,10,1,56,1024,10,0,,64
4/6/2010,11,2,56,1018,6,0,,286
4/7/2010,13,5,57,1018,11,0,,42
4/8/2010,11,1,52,1023,8,0,,30
4/9/2010,12,1,51,1023,10,0,,51
4/10/2010,13,3,52,1022,8,0,,60
4/11/2010,13,0,45,1012,5,0,,345
4/12/2010,14,3,49,1006,11,0,,38
4/13/2010,9,6,79,1010,13,0,Rain,49
4/14/2010,10,9,94,1009,6,0,Rain,36
4/15/2010,12,9,91,1009,6,0,Rain,77
4/16/2010,14,10,84,1011,6,0,,165
4/17/2010,12,9,90,1013,8,0,Rain,145
4/18/2010,12,9,86,1014,6,0,Rain,176
4/19/2010,13,9,79,1017,6,0,,180
4/20/2010,14,9,70,1018,6,0,,271
4/21/2010,16,11,74,1014,6,0,Rain,23
4/22/2010,17,11,72,1010,10,0,Rain,215
4/23/2010,15,11,74,1012,3,0,Rain,150
4/24/2010,16,9,68,1017,6,0,,245
4/25/2010,18,9,62,1022,3,0,,342
4/26/2010,18,11,60,1025,6,0,,218
4/27/2010,20,9,55,1023,6,0,,340
4/28/2010,20,9,52,1021,8,0,,194
4/29/2010,18,9,54,1017,10,0,,201
4/30/2010,16,8,61,1013,6,0,,261
5/1/2010,16,8,59,1011,6,0,,25
5/2/2010,13,6,61,1013,6,0,Rain,336
5/3/2010,10,3,60,1011,21,0,Rain,15
5/4/2010,8,-3,48,1012,32,0,,360
5/5/2010,9,-2,46,1013,23,0,,359
5/6/2010,9,-1,51,1010,6,0,,101
5/7/2010,12,4,59,1006,11,0,Rain-Thunderstorm,325
5/8/2010,12,7,73,1007,10,0,Rain,221
5/9/2010,13,10,82,1005,13,0,Rain,216
5/10/2010,13,8,70,1008,14,0,Rain,212
5/11/2010,10,5,65,1008,11,0,,203
5/12/2010,12,6,65,1008,14,0,,245
5/13/2010,9,4,71,1011,16,0,Rain,235
5/14/2010,11,3,61,1013,11,0,Rain,329
5/15/2010,17,7,57,1017,13,0,Rain,323
5/16/2010,14,2,49,1022,6,0,,19
5/17/2010,14,4,48,1025,6,0,,20
5/18/2010,17,4,43,1026,6,0,,19
5/19/2010,18,6,42,1024,8,0,,48
5/20/2010,19,6,44,1024,11,0,,59
5/21/2010,19,7,46,1021,5,0,,21
5/22/2010,20,8,46,1017,6,0,,96
5/23/2010,21,9,46,1015,8,0,,165
5/24/2010,22,11,52,1016,13,0,,144
5/25/2010,22,9,45,1016,13,0,,224
5/26/2010,21,9,49,1014,13,0,,225
5/27/2010,19,9,51,1012,8,0,Thunderstorm,315
5/28/2010,17,10,62,1016,10,0,,24
5/29/2010,18,8,53,1022,6,0,,325
5/30/2010,21,9,48,1024,5,0,,6
5/31/2010,22,11,48,1022,6,0,,14
6/1/2010,23,11,45,1017,8,0,,327
6/2/2010,24,9,43,1015,8,0,,38
6/3/2010,23,9,40,1013,6,0,,356
6/4/2010,24,8,38,1017,8,0,,23
6/5/2010,26,11,41,1017,6,0,,266
6/6/2010,23,7,37,1016,6,0,,230
6/7/2010,23,10,48,1014,11,0,,220
6/8/2010,21,8,47,1009,19,0,Rain,225
6/9/2010,16,13,89,1003,19,0,Rain,186
6/10/2010,17,11,72,1005,23,0,Rain,221
6/11/2010,17,11,69,1012,18,0,Rain,227
6/12/2010,16,13,82,1014,14,0,Rain,247
6/13/2010,19,12,70,1015,6,0,Rain,72
6/14/2010,18,11,64,1014,8,0,,6
6/15/2010,14,6,54,1015,18,0,,25
6/16/2010,14,6,59,1016,11,0,,3
6/17/2010,16,7,56,1016,5,0,,189
6/18/2010,19,9,56,1016,5,0,Rain,1
6/19/2010,20,9,55,1015,8,0,,9
6/20/2010,19,5,43,1015,14,0,,13
6/21/2010,17,1,36,1018,10,0,,12
6/22/2010,22,6,36,1018,8,0,,336
6/23/2010,24,4,29,1017,6,0,,12
6/24/2010,24,6,29,1016,8,0,Thunderstorm,345
6/25/2010,24,14,57,1015,14,0,Rain-Thunderstorm,185
6/26/2010,23,14,60,1015,11,0,,353
6/27/2010,24,14,64,1017,8,0,Rain,349
6/28/2010,24,12,49,1019,6,0,Thunderstorm,21
6/29/2010,24,13,55,1021,10,0,Rain-Thunderstorm,54
6/30/2010,26,12,47,1020,6,0,,39
7/1/2010,27,12,43,1017,8,0,,266
7/2/2010,26,14,55,1015,8,0,Rain-Thunderstorm,351
7/3/2010,23,15,65,1019,8,0,Rain-Thunderstorm,58
7/4/2010,26,14,51,1021,5,0,,21
7/5/2010,28,13,42,1021,6,0,,34
7/6/2010,28,11,33,1021,10,0,,44
7/7/2010,29,12,39,1019,6,0,,18
7/8/2010,29,13,40,1018,13,0,Rain,38
7/9/2010,28,11,35,1019,11,0,,180
7/10/2010,28,11,37,1019,5,0,,167
7/11/2010,29,10,33,1017,8,0,,244
7/12/2010,29,8,30,1016,11,0,,215
7/13/2010,26,6,28,1014,11,0,,239
7/14/2010,26,8,32,1012,16,0,,225
7/15/2010,24,3,28,1016,8,0,,269
7/16/2010,24,3,25,1017,6,0,,305
7/17/2010,27,7,29,1019,6,0,,34
7/18/2010,28,11,37,1021,8,0,,157
7/19/2010,29,9,31,1017,6,0,,225
7/20/2010,28,8,29,1013,10,0,,216
7/21/2010,26,8,30,1010,11,0,,238
7/22/2010,26,9,32,1012,13,0,,224
7/23/2010,26,9,40,1019,11,0,,25
7/24/2010,27,8,35,1022,13,0,,25
7/25/2010,27,3,24,1019,13,0,,26
7/26/2010,27,7,32,1017,13,0,,56
7/27/2010,27,7,31,1018,11,0,,48
7/28/2010,28,8,30,1019,6,0,,329
7/29/2010,28,7,27,1015,10,0,,2
7/30/2010,26,7,34,1015,13,0,,37
7/31/2010,28,8,30,1015,6,0,,221
8/1/2010,28,9,33,1015,10,0,,201
8/2/2010,28,8,31,1014,10,0,,267
8/3/2010,24,8,40,1018,16,0,,38
8/4/2010,26,8,35,1016,11,0,,18
8/5/2010,26,8,36,1014,8,0,,47
8/6/2010,24,5,28,1016,13,0,,17
8/7/2010,27,8,29,1018,6,0,,184
8/8/2010,27,13,41,1019,5,0,Rain,87
8/9/2010,28,16,58,1019,8,0,Rain,193
8/10/2010,28,13,40,1018,8,0,,292
8/11/2010,27,7,34,1018,6,0,,317
8/12/2010,24,5,29,1016,8,0,,14
8/13/2010,22,8,44,1016,19,0,,34
8/14/2010,20,5,39,1017,14,0,,31
8/15/2010,22,6,37,1016,10,0,,357
8/16/2010,22,11,49,1020,19,0,,93
8/17/2010,23,15,59,1020,6,0,,179
8/18/2010,24,13,49,1015,8,0,,188
8/19/2010,23,14,58,1015,10,0,Rain-Thunderstorm,128
8/20/2010,26,14,58,1021,5,0,,310
8/21/2010,27,12,43,1025,6,0,,155
8/22/2010,28,11,37,1020,10,0,,250
8/23/2010,26,6,30,1015,13,0,,232
8/24/2010,26,12,44,1017,11,0,,201
8/25/2010,27,8,33,1020,6,0,,237
8/26/2010,29,8,30,1018,10,0,,278
8/27/2010,29,6,24,1016,13,0,,242
8/28/2010,27,5,29,1018,6,0,,27
8/29/2010,26,3,24,1018,8,0,,10
8/30/2010,26,-1,18,1017,10,0,,16
8/31/2010,23,7,32,1014,8,0,,46
9/1/2010,23,16,67,1012,10,0,Rain-Hail-Thunderstorm,77
9/2/2010,22,16,72,1014,5,0,,103
9/3/2010,23,13,55,1018,5,0,,185
9/4/2010,24,12,46,1018,5,0,,176
9/5/2010,26,11,42,1016,6,0,,259
9/6/2010,24,8,38,1012,10,0,,259
9/7/2010,23,11,50,1008,23,0,,235
9/8/2010,19,6,43,1014,16,0,,292
